Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode,Return,cost,Discount
5679,CA-2019-143924,"Sunday, July 28, 2019","Saturday, August 3, 2019",Standard Class,SC-20680,Steve Carroll,Home Office,United States,Holland,Michigan,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,20.44,7,9.198,COD,Yes,11.242,1.3797
3196,CA-2019-169026,"Thursday, August 8, 2019","Tuesday, August 13, 2019",Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23.34,3,0.2334,COD,No,23.1066,0.03501
4687,CA-2019-159912,"Thursday, August 29, 2019","Tuesday, September 3, 2019",Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,7,-2.3814,Online,Yes,12.9654,-0.35721
2145,CA-2019-155481,"Sunday, September 1, 2019","Thursday, September 5, 2019",Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,7,5.4236,COD,No,11.2644,0.81354
4616,CA-2019-144540,"Thursday, September 5, 2019","Tuesday, September 10, 2019",Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,9,4.266,COD,Yes,24.174,0.6399
6725,CA-2019-128811,"Thursday, September 12, 2019","Monday, September 16, 2019",Standard Class,SF-20200,Sarah Foster,Consumer,United States,Seattle,Washington,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,10.47,3,4.8162,Online,No,5.6538,0.72243
6843,CA-2019-123946,"Thursday, September 12, 2019","Tuesday, September 17, 2019",Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,South,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34,3,5.2164,Online,Yes,6.1236,0.78246
8007,CA-2019-139808,"Monday, October 7, 2019","Friday, October 11, 2019",Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Marysville,Washington,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",93.36,12,0.9336,Online,No,92.4264,0.14004
137,CA-2019-145583,"Sunday, October 13, 2019","Saturday, October 19, 2019",Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2,1.9698,Online,No,2.0502,0.29547
5136,CA-2019-151323,"Wednesday, October 23, 2019","Monday, October 28, 2019",Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Seattle,Washington,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,5,8.184,Cards,Yes,8.866,1.2276
9534,CA-2019-116596,"Sunday, October 27, 2019","Thursday, October 31, 2019",Standard Class,BW-11200,Ben Wallace,Consumer,United States,New York City,New York,East,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",40.67,7,12.6077,Online,No,28.0623,1.891155
9702,CA-2019-105291,"Wednesday, October 30, 2019","Monday, November 4, 2019",Standard Class,SP-20920,Susan Pistek,Consumer,United States,San Luis Obispo,California,West,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,1.1946,Cards,No,2.4254,0.17919
4481,CA-2019-109365,"Sunday, November 3, 2019","Friday, November 8, 2019",Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7,5.0358,Online,No,10.2242,0.75537
6113,CA-2019-124590,"Tuesday, November 12, 2019","Saturday, November 16, 2019",Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,16.752,6,5.4444,Online,No,11.3076,0.81666
1109,US-2019-110156,"Tuesday, November 19, 2019","Sunday, November 24, 2019",Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,12,21.888,Online,Yes,36.48,3.2832
1060,CA-2019-105284,"Sunday, November 24, 2019","Sunday, December 1, 2019",Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,4.416,3,1.6008,COD,No,2.8152,0.24012
7365,CA-2019-127243,"Thursday, November 28, 2019","Wednesday, December 4, 2019",Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,12.672,8,2.6928,Online,Yes,9.9792,0.40392
9978,US-2019-103674,"Friday, December 6, 2019","Tuesday, December 10, 2019",Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",13.86,7,0,Online,Yes,13.86,0
54,CA-2019-105816,"Wednesday, December 11, 2019","Tuesday, December 17, 2019",Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,6.2566,COD,No,9.0034,0.93849
6394,CA-2019-129126,"Saturday, December 14, 2019","Thursday, December 19, 2019",Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6,10.5252,Cards,Yes,10.9548,1.57878
3251,CA-2019-157868,"Monday, December 23, 2019","Sunday, December 29, 2019",Standard Class,MC-17590,Matt Collister,Corporate,United States,Grand Rapids,Michigan,Central,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",24.85,7,11.6795,COD,No,13.1705,1.751925
9860,CA-2020-113278,"Tuesday, January 14, 2020","Monday, January 20, 2020",Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,121.52,2,0.1008,COD,No,121.4192,0.01512
2376,CA-2020-119669,"Friday, January 24, 2020","Thursday, January 30, 2020",Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Smyrna,Georgia,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,98.67,3,0.1134,Online,No,98.5566,0.01701
7820,CA-2020-150469,"Sunday, January 26, 2020","Thursday, January 30, 2020",Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,San Francisco,California,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,96.84,8,5.6832,Online,No,91.1568,0.85248
8673,CA-2020-163265,"Sunday, February 16, 2020","Friday, February 21, 2020",Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,Central,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",94.368,2,6.1992,Cards,Yes,88.1688,0.92988
2910,CA-2020-166415,"Wednesday, February 19, 2020","Sunday, February 23, 2020",Standard Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,West,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,831.22,3,0.2244,COD,Yes,830.9956,0.03366
6027,CA-2020-136007,"Sunday, February 23, 2020","Monday, March 2, 2020",Standard Class,AC-10615,Ann Chong,Corporate,United States,Seattle,Washington,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,619.4,5,0.336,Online,Yes,619.064,0.0504
9363,CA-2020-111591,"Saturday, March 21, 2020","Wednesday, March 25, 2020",Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",106.02,7,0.3906,Online,Yes,105.6294,0.05859
6131,CA-2020-162033,"Thursday, March 26, 2020","Thursday, April 2, 2020",Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,106.76,2,1.316,COD,Yes,105.444,0.1974
860,CA-2020-161984,"Friday, April 10, 2020","Wednesday, April 15, 2020",Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,106.16,2,3.58,Online,Yes,102.58,0.537
9405,CA-2020-141663,"Monday, April 13, 2020","Friday, April 17, 2020",Standard Class,DP-13105,Dave Poirier,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,99.92,5,1.683,Online,No,98.237,0.25245
6860,CA-2020-128965,"Friday, April 17, 2020","Wednesday, April 22, 2020",Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,114.9,5,3.597,Online,No,111.303,0.53955
5527,CA-2020-166933,"Friday, April 24, 2020","Tuesday, April 28, 2020",Standard Class,MG-17890,Michael Granlund,Home Office,United States,Santa Barbara,California,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,81.81,1,0.6516,COD,Yes,81.1584,0.09774
8356,CA-2020-132199,"Sunday, May 3, 2020","Friday, May 8, 2020",Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,121,2,2.8,COD,No,118.2,0.42
4872,CA-2020-164042,"Saturday, May 23, 2020","Wednesday, May 27, 2020",Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,71.824,2,0.6156,Online,Yes,71.2084,0.09234
3717,CA-2020-144568,"Friday, May 29, 2020","Tuesday, June 2, 2020",Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Omaha,Nebraska,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,122.55,5,1.1775,COD,Yes,121.3725,0.176625
1995,CA-2020-133648,"Thursday, June 25, 2020","Thursday, July 2, 2020",Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,123.304,3,-2.1195,COD,No,125.4235,-0.317925
8492,CA-2020-106824,"Tuesday, July 7, 2020","Saturday, July 11, 2020",Standard Class,AT-10735,Annie Thurman,Consumer,United States,Los Angeles,California,West,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",130.94,3,0.1188,COD,No,130.8212,0.01782
7498,CA-2020-121048,"Tuesday, July 14, 2020","Saturday, July 18, 2020",Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",87.96,4,2.3312,COD,No,85.6288,0.34968
2227,CA-2020-130771,"Wednesday, July 29, 2020","Monday, August 3, 2020",Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,86.896,2,0.4706,COD,Yes,86.4254,0.07059
7900,CA-2020-128363,"Thursday, August 13, 2020","Tuesday, August 18, 2020",Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,South,OFF-FA-10003495,Office Supplies,Fasteners,Staples,121.32,5,9.12,COD,No,112.2,1.368
827,CA-2020-126956,"Friday, August 21, 2020","Friday, August 28, 2020",Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,156,7,16.8,COD,No,139.2,2.52
1533,CA-2020-159884,"Monday, August 31, 2020","Saturday, September 5, 2020",Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,70.376,3,2.7222,COD,No,67.6538,0.40833
6903,CA-2020-111220,"Wednesday, September 2, 2020","Tuesday, September 8, 2020",Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Chicago,Illinois,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,112,4,5.6,Cards,No,106.4,0.84
9337,CA-2020-130715,"Wednesday, September 16, 2020","Sunday, September 20, 2020",Standard Class,CY-12745,Craig Yedwab,Corporate,United States,San Francisco,California,West,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",110.9,5,8.771,Online,No,102.129,1.31565
6099,CA-2020-100111,"Sunday, September 20, 2020","Saturday, September 26, 2020",Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,108.36,2,1.7876,COD,No,106.5724,0.26814
3978,CA-2020-101308,"Friday, October 2, 2020","Wednesday, October 7, 2020",Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,84.94,3,4.1124,Online,No,80.8276,0.61686
7957,CA-2020-131807,"Monday, October 5, 2020","Saturday, October 10, 2020",Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,107.9,5,6.854,Online,No,101.046,1.0281
3387,CA-2020-148404,"Wednesday, October 7, 2020","Sunday, October 11, 2020",Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,140.936,3,5.9175,Online,No,135.0185,0.887625
8423,CA-2020-150091,"Monday, October 12, 2020","Friday, October 16, 2020",Standard Class,NP-18670,Nora Paige,Consumer,United States,Lakewood,New Jersey,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",128.9,5,8.771,COD,Yes,120.129,1.31565
9612,CA-2020-144365,"Saturday, October 24, 2020","Friday, October 30, 2020",Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Jackson,Mississippi,South,OFF-FA-10000735,Office Supplies,Fasteners,Staples,137.68,4,5.256,COD,No,132.424,0.7884
3275,CA-2020-116358,"Monday, November 2, 2020","Friday, November 6, 2020",Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,134.24,3,9.12,Online,Yes,125.12,1.368
4227,CA-2020-120327,"Wednesday, November 11, 2020","Monday, November 16, 2020",Standard Class,WB-21850,William Brown,Consumer,United States,Urbandale,Iowa,Central,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",133.92,4,21.5824,Online,Yes,112.3376,3.23736
4138,CA-2020-110926,"Thursday, November 19, 2020","Monday, November 23, 2020",Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Alexandria,Virginia,South,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,138.06,7,12.53,Online,No,125.53,1.8795
2245,CA-2020-103380,"Saturday, November 21, 2020","Wednesday, November 25, 2020",Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,129.02,2,3.5178,Online,No,125.5022,0.52767
554,CA-2020-101945,"Tuesday, November 24, 2020","Saturday, November 28, 2020",Standard Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,99.824,3,2.5707,COD,No,97.2533,0.385605
3899,CA-2020-102267,"Monday, November 30, 2020","Friday, December 4, 2020",Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Edinburg,Texas,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,128.368,2,0.8288,Online,Yes,127.5392,0.12432
210,CA-2020-135860,"Tuesday, December 1, 2020","Monday, December 7, 2020",Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",117.29,9,16.2099,Cards,No,101.0801,2.431485
3897,CA-2020-134285,"Monday, December 7, 2020","Saturday, December 12, 2020",Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,1015.552,3,1.2432,COD,Yes,1014.3088,0.18648
7701,CA-2020-151799,"Monday, December 14, 2020","Friday, December 18, 2020",Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,East,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",413.28,6,8.1216,COD,No,405.1584,1.21824
8846,CA-2020-156664,"Friday, December 18, 2020","Wednesday, December 23, 2020",Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,379.824,3,1.7487,Online,No,378.0753,0.262305
2427,US-2020-147669,"Friday, December 25, 2020","Wednesday, December 30, 2020",Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,East,OFF-FA-10002975,Office Supplies,Fasteners,Staples,330.312,13,12.7764,COD,No,317.5356,1.91646
572,CA-2020-164826,"Monday, December 28, 2020","Monday, January 4, 2021",Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,138.96,4,6.4216,COD,No,132.5384,0.96324
5457,CA-2020-130631,"Tuesday, December 29, 2020","Saturday, January 2, 2021",Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,West,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,282.6,5,9.604,Online,No,272.996,1.4406
5092,CA-2020-156720,"Wednesday, December 30, 2020","Sunday, January 3, 2021",Standard Class,JM-15580,Jill Matthias,Consumer,United States,Loveland,Colorado,West,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,388.024,3,-0.6048,Online,No,388.6288,-0.09072
5093,CA-2020-151450,"Thursday, December 31, 2020","Monday, January 4, 2021",Standard Class,JM-15580,Jill Matthias,Consumer,United States,Loveland,Colorado,West,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,2975.51,3,-0.6048,COD,Yes,2976.1148,-0.09072
4778,CA-2019-101630,"Tuesday, February 19, 2019","Saturday, February 23, 2019",Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,6.6846,COD,Yes,19.0254,1.00269
4748,CA-2019-120005,"Sunday, March 3, 2019","Sunday, March 3, 2019",Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,7.605,COD,No,17.745,1.14075
5199,CA-2019-103982,"Sunday, March 3, 2019","Friday, March 8, 2019",Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,-786.0144,Online,No,4716.0864,-117.90216
5885,CA-2019-136301,"Wednesday, March 13, 2019","Friday, March 15, 2019",Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.59,3,196.5036,Cards,Yes,4716.0864,29.47554
4091,CA-2019-161473,"Monday, April 1, 2019","Friday, April 5, 2019",Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,3.285,COD,No,7.665,0.49275
5143,CA-2019-111213,"Monday, April 1, 2019","Friday, April 5, 2019",Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.84,8,18.5136,COD,Yes,45.3264,2.77704
9317,CA-2019-161907,"Friday, April 5, 2019","Tuesday, April 9, 2019",Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,769.184,4,-163.4516,Online,No,932.6356,-24.51774
6919,CA-2019-105473,"Tuesday, April 16, 2019","Thursday, April 18, 2019",Second Class,BM-11785,Bryan Mills,Consumer,United States,Seattle,Washington,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,28.8,3,0.864,COD,No,27.936,0.1296
9679,CA-2019-144785,"Thursday, April 18, 2019","Tuesday, April 23, 2019",Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,New York City,New York,East,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",6.84,1,1.8468,Online,No,4.9932,0.27702
7111,CA-2019-109666,"Friday, April 19, 2019","Friday, April 26, 2019",Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,East,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,7.76,2,2.2504,Online,No,5.5096,0.33756
7113,CA-2019-109666,"Friday, April 19, 2019","Friday, April 26, 2019",Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,15.372,COD,Yes,39.528,2.3058
466,CA-2019-109869,"Monday, April 22, 2019","Monday, April 29, 2019",Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2,-34.758,COD,Yes,220.134,-5.2137
4705,CA-2019-158435,"Friday, May 17, 2019","Saturday, May 18, 2019",First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,7,18.8993,COD,No,46.2707,2.834895
5002,CA-2019-136126,"Friday, May 24, 2019","Friday, May 24, 2019",Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,20.155,Cards,No,49.345,3.02325
3532,CA-2019-155565,"Tuesday, May 28, 2019","Tuesday, May 28, 2019",Same Day,EH-13765,Edward Hooks,Corporate,United States,New York City,New York,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,15.372,Online,Yes,39.528,2.3058
9375,CA-2019-149671,"Wednesday, June 5, 2019","Sunday, June 9, 2019",Standard Class,KB-16600,Ken Brennan,Corporate,United States,Seattle,Washington,West,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,61.38,6,15.9588,COD,No,45.4212,2.39382
3944,US-2019-142685,"Sunday, June 23, 2019","Sunday, June 30, 2019",Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Buffalo,New York,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,835.17,7,16.7034,Cards,Yes,818.4666,2.50551
8687,CA-2019-144015,"Wednesday, June 26, 2019","Wednesday, June 26, 2019",Same Day,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,231.72,2,11.586,Cards,No,220.134,1.7379
725,CA-2019-114713,"Sunday, July 7, 2019","Friday, July 12, 2019",Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,45.584,7,5.1282,Online,No,40.4558,0.76923
599,CA-2019-120200,"Sunday, July 14, 2019","Tuesday, July 16, 2019",First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,1.0178,Online,Yes,10.6142,0.15267
2238,CA-2019-122322,"Monday, July 15, 2019","Sunday, July 21, 2019",Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,Provo,Utah,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.4,5,12.432,COD,Yes,31.968,1.8648
602,US-2019-100720,"Tuesday, July 16, 2019","Sunday, July 21, 2019",Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.73,COD,No,5.11,0.1095
3661,CA-2019-161676,"Thursday, July 18, 2019","Tuesday, July 23, 2019",Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Glendale,Arizona,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",33.8,5,4.225,COD,No,29.575,0.63375
5453,CA-2019-140613,"Monday, July 22, 2019","Monday, July 29, 2019",Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Sparks,Nevada,West,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2,5,24.998,COD,No,61.202,3.7497
7076,CA-2019-112256,"Tuesday, July 23, 2019","Sunday, July 28, 2019",Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,Central,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,13.344,2,1.0008,Online,No,12.3432,0.15012
1764,CA-2019-110254,"Sunday, August 4, 2019","Thursday, August 8, 2019",Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,10.518,Online,No,24.542,1.5777
8876,US-2019-141264,"Tuesday, August 13, 2019","Monday, August 19, 2019",Standard Class,CT-11995,Carol Triggs,Consumer,United States,Irving,Texas,Central,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2,-34.758,Cards,No,220.134,-5.2137
5313,CA-2019-123414,"Wednesday, August 21, 2019","Tuesday, August 27, 2019",Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,North Carolina,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",28.048,2,3.506,Cards,No,24.542,0.5259
3118,CA-2019-150350,"Friday, August 23, 2019","Friday, August 30, 2019",Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0.1588,COD,Yes,15.7212,0.02382
